LTE_5g_Category,Time,Packet_Loss_Rate,Packet_delay,IoT,LTE_5G,GBR,Non_GBR,AR_VR_Gaming,Healthcare,Industry_4_0,IoT_Devices,Public_Safety,Smart_City_Home,Smart_Transportation,Smartphone,slice_Type,slice_type_label
5,7,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
13,9,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
8,8,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
14,22,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
1,23,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
10,18,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
10,5,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
19,22,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
18,22,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
16,15,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
10,0,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
9,21,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
11,7,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
9,11,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
3,18,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
9,19,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
3,22,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
3,2,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
1,2,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
4,18,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
4,7,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
17,20,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
7,10,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
18,22,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
19,12,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
13,15,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
1,22,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
10,13,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
18,7,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
8,17,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
6,18,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
21,2,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
1,20,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
12,17,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
1,9,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
11,16,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
7,21,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
4,4,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
12,1,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
5,23,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
4,1,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
5,23,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
21,17,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
9,12,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
8,20,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
22,22,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
4,12,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
18,19,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
2,5,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
9,7,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
1,19,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
19,14,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
16,13,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
7,20,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
21,21,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
5,23,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
11,9,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
19,7,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
10,18,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
10,22,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
12,6,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
1,7,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
12,20,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
3,23,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
7,3,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
9,3,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
8,8,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
12,17,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
10,7,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
2,15,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
8,16,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
11,22,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
8,15,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
4,5,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
12,2,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
16,21,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
11,12,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
5,16,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
19,1,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
1,15,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
21,10,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
16,18,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
10,3,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
6,15,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
9,4,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
12,14,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
6,17,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
3,2,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
4,0,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
16,9,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
20,5,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
5,5,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
8,20,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
8,3,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
19,4,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
12,19,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
1,23,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
5,11,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
9,21,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
15,11,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
13,15,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
6,5,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
3,2,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
8,12,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
9,12,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
6,22,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
14,20,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
5,23,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
14,22,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
18,1,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
22,10,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
15,11,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
2,3,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
6,13,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
7,23,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
9,5,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
18,18,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
5,15,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
19,15,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
14,23,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
16,20,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
22,13,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
20,7,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
15,12,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
1,8,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
6,8,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
16,3,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
19,1,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
18,17,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
7,4,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
20,6,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
5,6,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
8,15,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
13,0,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
18,11,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
4,19,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
6,22,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
4,12,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
19,14,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
2,17,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
16,22,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
22,4,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
3,11,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
12,10,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
9,7,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
9,3,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
1,16,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
2,20,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
3,6,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
5,21,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
11,12,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
19,15,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
9,0,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
16,10,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
15,9,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
10,21,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
11,3,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
10,16,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
2,9,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
9,19,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
6,4,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
7,12,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
7,18,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
17,11,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
20,12,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
14,23,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
20,16,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
12,14,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
12,18,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
11,6,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
4,12,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
11,18,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
14,20,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
14,17,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
6,1,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
15,3,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
13,1,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
4,7,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
1,0,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
15,19,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
4,10,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
1,9,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
3,13,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
11,16,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
18,13,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
12,9,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
13,9,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
9,6,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
22,2,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
7,8,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
5,13,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
2,6,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
15,23,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
18,12,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
18,18,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
1,16,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
15,10,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
16,4,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
22,20,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
17,13,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
5,14,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
14,0,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
1,2,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
17,18,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
11,23,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
7,23,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
8,11,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
18,3,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
2,14,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
10,17,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
15,17,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
11,9,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
9,9,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
11,6,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
15,22,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
13,7,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
3,20,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
3,10,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
8,0,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
18,9,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
8,18,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
13,16,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
15,15,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
20,6,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
11,4,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
13,19,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
13,18,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
2,0,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
13,2,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
4,7,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
7,14,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
21,15,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
10,4,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
3,5,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
12,17,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
7,6,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
10,21,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
7,3,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
19,10,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
20,20,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
17,12,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
14,4,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
3,1,1.00E-06,300,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
20,17,1.00E-06,10,1,0,0,1,0,1,0,0,0,0,0,0,3,mMTC
15,7,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
6,17,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
8,21,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
6,20,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
12,9,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
2,18,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
6,11,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
8,13,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
3,12,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
16,11,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
6,23,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
5,1,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
12,18,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
6,6,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
9,9,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
19,18,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
11,20,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
6,3,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
17,10,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
3,8,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
10,2,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
4,15,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
8,22,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
22,23,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
16,5,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
14,14,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
8,7,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
10,18,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
14,2,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
18,7,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
3,15,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
21,0,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
2,11,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
20,2,1.00E-06,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
15,23,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
13,12,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
13,14,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
15,4,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
18,23,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
2,11,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
1,7,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
4,23,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
4,2,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
8,22,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
1,7,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
12,1,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
15,10,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
16,19,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
14,19,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
2,21,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
12,17,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
10,5,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
9,20,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
6,0,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
6,15,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
14,11,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
1,11,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
16,0,1.00E-06,10,1,0,0,1,0,0,0,0,0,0,1,0,3,mMTC
1,8,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
19,22,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
16,1,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
1,11,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
13,1,0.01,300,1,0,1,0,0,0,0,1,0,0,0,0,2,URLLC
2,16,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
9,6,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
19,2,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
13,1,0.001,50,0,1,0,1,1,0,0,0,0,0,0,0,1,eMBB
6,22,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
6,7,0.01,50,1,0,0,1,0,0,0,0,0,1,0,0,2,URLLC
6,13,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
9,10,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
8,18,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
10,19,1.00E-06,10,1,0,0,1,0,0,1,0,0,0,0,0,3,mMTC
6,22,0.01,300,1,0,1,0,0,0,0,0,0,1,0,0,2,URLLC
22,1,0.001,50,1,0,1,0,0,0,1,0,0,0,0,0,2,URLLC
4,8,0.01,100,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
2,17,1.00E-06,300,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
8,21,0.001,150,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
13,3,0.001,100,0,1,1,0,1,0,0,0,0,0,0,0,1,eMBB
20,17,0.01,75,0,1,0,1,0,0,0,0,0,0,0,1,1,eMBB
1,9,1.00E-06,10,1,0,0,1,0,0,0,0,1,0,0,0,3,mMTC
9,19,1.00E-06,60,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
13,10,0.001,100,0,1,1,0,0,0,0,0,0,0,0,1,1,eMBB
